,Intercept,factor1,factor2,factor3,factor4,factor5,country_AU,country_BE,country_CA,country_CH,country_CN,country_DE,country_DK,country_ES,country_FI,country_FR,country_GB,country_HK,country_IE,country_IT,country_JP,country_NL,country_NO,country_SE,country_US,sector_50,sector_51,sector_52,sector_53,sector_54,sector_55,sector_56,sector_57,sector_59,sector_60
rest_sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03559054633751005,0.05399655892872084,0.10159554798490433,0.1368704969197706,0.10000718107966708,0.12416772592416957,0.1129638042459284,0.27296145213214595,0.031038776824197156,0.0294711895552491
rest_country,0.0,0.0,0.0,0.0,0.0,0.0,0.023034213434183597,0.004401246741308883,0.029415578354171176,0.02989567624770799,0.040042696932692357,0.05171000831307559,0.008761854031071596,0.00935948135587012,0.004423608413052791,0.037692700566324185,0.049129806014573445,0.01014142030153276,0.006178401635232559,0.007631423603285344,0.08763737946810266,0.023934167403506262,0.00324253993099595,0.012297885408886452,0.5536108861471453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
